1,0,0,0,0,0,0,0,0,0.13197748,8592321,0.047217473,115.40585,15.230973
1,0,0,0,0,0,0,0,0,7.2857141,5956911,0.006712204,14,102
1,0,0,0,0,0,0,0,0,0.19493671,31194436,0.027379479,129.8752,25.317444
1,0,0,0,0,0,0,0,0,0.2513023,51373560,0.023383094,133.70215,33.599659
1,0,0,0,0,0,0,0,0,0.11788003,44934844,0.030960664,180.70677,21.30172
1,0,0,0,0,0,0,0,0,0.14412569,55932644,0.027146695,173.99509,25.07716
1,0,0,0,0,0,0,0,0,0.122807,50972356,0.030154593,184.28006,22.630882
1,0,0,0,0,0,0,0,0,0.20861676,44667180,0.025334151,139.45644,29.092951
1,0,0,0,0,0,0,0,0,0.27131781,69995592,0.019290112,135.50824,36.7658
1,0,0,0,0,0,0,0,0,0.23875432,97876272,0.020098904,160.30836,38.274315
1,0,0,0,0,0,0,0,0,0.16099249,68168024,0.025147587,174.61456,28.111633
1,0,0,0,0,0,0,0,0,0.26202109,90774128,0.018453078,147.30638,38.597378
1,0,0,0,0,0,0,0,0,0.16768743,53299076,0.026154976,160.78586,26.961767
1,0,0,0,0,0,0,0,0,0.17420314,75762008,0.023696018,172.72173,30.088667
1,0,0,0,0,0,0,0,0,0.11779968,45515856,0.030834641,181.27692,21.354362
1,0,0,0,0,0,0,0,0,0.1240591,36597536,0.031922922,167.6095,20.793484
1,0,0,0,0,0,0,0,0,0.18937558,65063060,0.023255028,158.67157,30.048521
1,0,0,0,0,0,0,0,0,0.11188145,34577084,0.034716483,175.05667,19.585594
1,0,0,0,0,0,0,0,0,0.12428381,31265068,0.033040181,160.77521,19.981754
1,0,0,0,0,0,0,0,0,0.19745429,93070512,0.021036388,170.51486,33.668892
1,0,0,0,0,0,0,0,0,0.22180334,1.14E+08,0.019518359,171.11914,37.954796
1,0,0,0,0,0,0,0,0,0.12166859,40006032,0.031275567,172.59998,20.999996
1,0,0,0,0,0,0,0,0,0.12860891,47508228,0.030796064,178.50662,22.957542
1,0,0,0,0,0,0,0,0,0.12872155,47142776,0.030980514,178.35043,22.957544
1,0,0,0,0,0,0,0,0,0.14560966,78121864,0.024517573,187.35989,27.28141
1,0,0,0,0,0,0,0,0,0.185654,73631544,0.023733974,167.5843,31.112698
1,0,0,0,0,0,0,0,0,0.17502032,88248968,0.023089677,179.88834,31.484116
1,0,0,0,0,0,0,0,0,0.16823746,80305040,0.023955787,178.81345,30.08312
1,0,0,0,0,0,0,0,0,0.17424245,1.04E+08,0.021892115,186.67616,32.526913
1,0,0,0,0,0,0,0,0,0.11594833,43254736,0.033020899,183.30573,21.253992
1,0,0,0,0,0,0,0,0,0.10902362,39001688,0.034758609,183.87883,20.047136
1,0,0,0,0,0,0,0,0,0.14814815,66570876,0.02607785,180.27823,26.707886
1,0,0,0,0,0,0,0,0,0.14573354,64900000,0.02668944,181.13327,26.397192
1,0,0,0,0,0,0,0,0,0.10937724,42373480,0.032497872,184.64209,20.195642
1,0,0,0,0,0,0,0,0,0.11048337,42974528,0.032259293,184.43628,20.377142
1,0,0,0,0,0,0,0,0,0.19696973,1.27E+08,0.020108612,186.67616,36.769554
1,0,0,0,0,0,0,0,0,0.21832886,1.34E+08,0.018941233,179.96141,39.290771
1,0,0,0,0,0,0,0,0,0.16483517,1.14E+08,0.020777108,193.04015,31.819805
1,0,0,0,0,0,0,0,0,8.3963413,50700596,0.00355746,22.063665,185.25407
1,0,0,0,0,0,0,0,0,5.1875,1.07E+08,0.003801833,33.941124,176.06958
1,0,0,0,0,0,0,0,0,0.164794,1.05E+08,0.021153964,188.79752,31.112698
1,0,0,0,0,0,0,0,0,0.16558442,90201024,0.022554968,183.14767,30.326401
1,0,0,0,0,0,0,0,0,0.15824857,89179728,0.022932677,186.2589,29.475204
1,0,0,0,0,0,0,0,0,0.20052631,1.16E+08,0.019704193,178.73697,35.841465
1,0,0,0,0,0,0,0,0,4.2166667,1.71E+08,0.003765942,42.426407,178.89801
1,0,0,0,0,0,0,0,0,8.1078844,54834944,0.003445987,22.671373,183.81686
1,0,0,0,0,0,0,0,0,0.24096386,1.49E+08,0.017686207,176.06958,42.426407
1,0,0,0,0,0,0,0,0,0.23968253,1.53E+08,0.017599422,177.79625,42.614655
1,0,0,0,0,0,0,0,0,0.23505974,1.58E+08,0.016609946,177.4838,41.719296
1,0,0,0,0,0,0,0,0,0.25743493,1.37E+08,0.01786897,168.04297,43.260132
